company,clause_id,text,Arbitration,Choice of Law,Content Removal,Jurisdiction,Law,Limitation of Liability,Termination,Unilateral Change,is_unfair
Amazon,Amazon_91,"likewise , amazon will not seek attorneys ' fees and costs in arbitration unless the arbitrator determines the claims are frivolous .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_92,"you may choose to have the arbitration conducted by telephone , based on written submissions , or in person in the county where you live or at another mutually agreed location .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_93,"we each agree that any dispute resolution proceedings will be conducted only on an individual basis and not in a class , consolidated or representative action .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_94,if for any reason a claim proceeds in court rather than in arbitration we each waive any right to a jury trial .,0,0,0,0,0,0,0,0,0
Amazon,Amazon_95,we also both agree that you or we may bring suit in court to enjoin infringement or other misuse of intellectual property rights .,0,0,0,0,0,0,0,0,0
Amazon,Amazon_96,"by using any amazon service , you agree that the federal arbitration act , applicable federal law , and the laws of the state of washington , without regard to principles of conflict of laws , will govern these conditions of use and any dispute of any sort that might arise between you and amazon .",0,0,0,0,1,0,0,1,1
Amazon,Amazon_97,"site policies , modification , and severability",0,0,0,0,0,0,0,0,0
Amazon,Amazon_98,"please review our other policies , such as our pricing policy , posted on this site .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_99,these policies also govern your use of amazon services .,0,0,0,0,0,0,0,0,0
Amazon,Amazon_100,"we reserve the right to make changes to our site , policies , service terms , and these conditions of use at any time .",0,1,0,0,0,0,0,0,1
Amazon,Amazon_101,"if any of these conditions shall be deemed invalid , void , or for any reason unenforceable , that condition shall be deemed severable and shall not affect the validity and enforceability of any remaining condition .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_102,the following terms -lrb- `` software terms '' -rrb- apply to any software -lrb- including any updates or upgrades to the software -rrb- and any related documentation we make available to you in connection with amazon services -lrb- the `` amazon software '' -rrb- .,0,0,0,0,0,0,0,0,0
Amazon,Amazon_103,use of the amazon software .,0,0,0,0,0,0,0,0,0
Amazon,Amazon_104,"you may use amazon software solely for purposes of enabling you to use the amazon services as provided by amazon , and as permitted by these conditions of use and any service terms .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_105,"you may not incorporate any portion of the amazon software into other programs or compile any portion of it in combination with other programs , or otherwise copy -lrb- except to exercise rights granted in this section -rrb- , modify , create derivative works of , distribute , assign any rights to , or license the amazon software in whole or in part .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_106,all software used in any amazon service is the property of amazon or its software suppliers and is protected by united states and international copyright laws .,0,0,0,0,0,0,0,0,0
Amazon,Amazon_107,use of third party services .,0,0,0,0,0,0,0,0,0
Amazon,Amazon_108,"when you use the amazon software , you may also be using the services of one or more third parties , such as a wireless carrier or a mobile software provider .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_109,"your use of these third party services may be subject to the separate policies , terms of use , and fees of these third parties .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_110,"you may not reverse engineer , decompile or disassemble , tamper with , or bypass any security associated with the amazon software , whether in whole or in part .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_111,we may offer automatic or manual updates to the amazon software at any time and without notice to you .,0,0,0,0,0,0,0,0,0
Amazon,Amazon_112,"if you are a u.s. government end user , we are licensing the amazon software to you as a `` commercial item '' as that term is defined in the u.s. code of federal regulations -lrb- see 48 c.f.r. § 2.101 -rrb- , and the rights we grant you to the amazon software are the same as the rights we grant to all others under these conditions of use .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_113,"in the event of any conflict between these conditions of use and any other amazon or third-party terms applicable to any portion of amazon software , such as open-source license terms , such other terms will control as to that portion of the amazon software and to the extent of the conflict .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_114,"if you have a subpoena to serve on amazon , please note that amazon does not accept service via e-mail or fax and will not respond to the subpoena .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_115,"all subpoenas must be properly served on amazon.com , preferably by mailing the subpoena to corporation service company -lrb- csc -rrb- , amazon 's national registered agent .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_116,please find below the washington address for csc -lrb- the csc office in your jurisdiction may be located through the secretary of state 's website -rrb- :,0,0,0,0,0,0,0,0,0
Amazon,Amazon_117,"300 deschutes way sw , suite 304",0,0,0,0,0,0,0,0,0
Amazon,Amazon_118,attn : legal department -- subpoena,0,0,0,0,0,0,0,0,0
Amazon,Amazon_119,please note also that providing detailed and accurate information at the outset will facilitate efficient processing of your request .,0,0,0,0,0,0,0,0,0
Amazon,Amazon_120,"that information will include , for example , e-mail and/or credit card number used to make purchases for retail purchase information ; the name , e-mail , and physical address of a seller for seller information ; device serial number for amazon devices ; and ip address and complete time stamps .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_121,notice and procedure for making claims of copyright infringement,0,0,0,0,0,0,0,0,0
Amazon,Amazon_122,"if you believe that your work has been copied in a way that constitutes copyright infringement , please submit your complaint using our online form .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_123,we respond quickly to the concerns of rights owners about any alleged infringement .,0,0,0,0,0,0,0,0,0
Amazon,Amazon_124,"if you prefer to submit a report in writing , please provide us with this information :",0,0,0,0,0,0,0,0,0
Amazon,Amazon_125,a physical signature of the person authorized to act on behalf of the owner of the copyright interest ;,0,0,0,0,0,0,0,0,0
Amazon,Amazon_126,a description of the copyrighted work that you claim has been infringed upon ;,0,0,0,0,0,0,0,0,0
Amazon,Amazon_127,a description of where the material that you claim is infringing is located on the site ;,0,0,0,0,0,0,0,0,0
Amazon,Amazon_128,"your address , telephone number , and e-mail address ;",0,0,0,0,0,0,0,0,0
Amazon,Amazon_129,"a statement by you that you have a good-faith belief that the disputed use is not authorized by the copyright owner , its agent , or the law ;",0,0,0,0,0,0,0,0,0
Amazon,Amazon_130,"a statement by you , made under penalty of perjury , that the above information in your notice is accurate and that you are the copyright owner or authorized to act on the copyright owner 's behalf .",0,0,0,0,0,0,0,0,0
Amazon,Amazon_131,amazon 's copyright agent for notice of claims of copyright infringement on its site can be reached as follows :,0,0,0,0,0,0,0,0,0
Amazon,Amazon_132,please note that this procedure is exclusively for notifying amazon that your copyrighted material has been infringed .,0,0,0,0,0,0,0,0,0
Atlas,Atlas_1,this website is owned and operated by atlas solutions group inc. .,0,0,0,0,0,0,0,0,0
Atlas,Atlas_2,"by visiting our website and accessing the information , resources , services , products , and tools we provide , you understand and agree to accept and adhere to the following terms and conditions as stated in this policy -lrb- hereafter referred to as ` user agreement ' -rrb- , along with the terms and conditions as stated in our privacy policy -lrb- please refer to the privacy policy section below for more information -rrb- .",0,0,0,0,0,0,0,1,1
Atlas,Atlas_3,"this agreement is in effect as of mar 02 , 2015 .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_4,we reserve the right to change this user agreement from time to time without notice .,0,1,0,0,0,0,0,0,1
Atlas,Atlas_5,you acknowledge and agree that it is your responsibility to review this user agreement periodically to familiarize yourself with any modifications .,0,1,0,0,0,0,0,0,1
Atlas,Atlas_6,your continued use of this site after such modifications will constitute acknowledgment and agreement of the modified terms and conditions .,0,0,0,0,0,0,0,1,1
Atlas,Atlas_7,"by visiting our website and accessing the information , resources , services , products , and tools we provide for you , either directly or indirectly -lrb- hereafter referred to as ` resources ' -rrb- , you agree to use these resources only for the purposes intended as permitted by -lrb- a -rrb- the terms of this user agreement , and -lrb- b -rrb- applicable laws , regulations and generally accepted online practices or guidelines .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_8,"wherein , you understand that :",0,0,0,0,0,0,0,0,0
Atlas,Atlas_9,"in order to access our resources , you may be required to provide certain information about yourself -lrb- such as identification , contact details , etc. -rrb- as part of the registration process , or as part of your ability to use the resources .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_10,"you agree that any information you provide will always be accurate , correct , and up to date .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_11,you are responsible for maintaining the confidentiality of any login information associated with any account you use to access our resources .,0,0,0,0,0,0,0,0,0
Atlas,Atlas_12,"accordingly , you are responsible for all activities that occur under your account/s .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_13,"c. accessing -lrb- or attempting to access -rrb- any of our resources by any means other than through the means we provide , is strictly prohibited .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_14,"you specifically agree not to access -lrb- or attempt to access -rrb- any of our resources through any automated , unethical or unconventional means .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_15,"d. engaging in any activity that disrupts or interferes with our resources , including the servers and/or networks to which our resources are located or connected , is strictly prohibited .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_16,"e. attempting to copy , duplicate , reproduce , sell , trade , or resell our resources is strictly prohibited .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_17,"you are solely responsible any consequences , losses , or damages that we may directly or indirectly incur or suffer due to any unauthorized activities conducted by you , as explained above , and may incur criminal or civil liability .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_18,"we may provide various open communication tools on our website , such as blog comments , blog posts , public chat , forums , message boards , newsgroups , product ratings and reviews , various social media services , etc. .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_19,"you understand that generally we do not pre-screen or monitor the content posted by users of these various communication tools , which means that if you choose to use these tools to submit any type of content to our website , then it is your personal responsibility to use these tools in a responsible and ethical manner .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_20,"by posting information or otherwise using any open communication tools as mentioned , you agree that you will not upload , post , share , or otherwise distribute any content that :",0,0,0,0,0,0,0,0,0
Atlas,Atlas_21,"i. is illegal , threatening , defamatory , abusive , harassing , degrading , intimidating , fraudulent , deceptive , invasive , racist , or contains any type of suggestive , inappropriate , or explicit language ;",0,0,0,0,0,0,0,0,0
Atlas,Atlas_22,"infringes on any trademark , patent , trade secret , copyright , or other proprietary right of any party ;",0,0,0,0,0,0,0,0,0
Atlas,Atlas_23,contains any type of unauthorized or unsolicited advertising ;,0,0,0,0,0,0,0,0,0
Atlas,Atlas_24,"impersonates any person or entity , including any atlassolutionsgroup.com employees or representatives .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_25,"we have the right at our sole discretion to remove any content that , we feel in our judgment does not comply with this user agreement , along with any content that we feel is otherwise offensive , harmful , objectionable , inaccurate , or violates any 3rd party copyrights or trademarks .",0,0,1,0,0,0,0,0,1
Atlas,Atlas_26,we are not responsible for any delay or failure in removing such content .,0,0,0,0,0,0,0,0,0
Atlas,Atlas_27,"if you post content that we choose to remove , you hereby consent to such removal , and consent to waive any claim against us .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_28,we do not assume any liability for any content posted by you or any other 3rd party users of our website .,0,0,0,0,0,1,0,0,1
Atlas,Atlas_29,"however , any content posted by you using any open communication tools on our website , provided that it does n't violate or infringe on any 3rd party copyrights or trademarks , becomes the property of atlas solutions group inc. , and as such , gives us a perpetual , irrevocable , worldwide , royalty-free , exclusive license to reproduce , modify , adapt , translate , publish , publicly display and/or distribute as we see fit .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_30,"this only refers and applies to content posted via open communication tools as described , and does not refer to information that is provided as part of the registration process , necessary in order to use our resources .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_31,all information provided as part of our registration process is covered by our privacy policy .,0,0,0,0,0,0,0,0,0
Atlas,Atlas_32,"you agree to indemnify and hold harmless atlas solutions group inc. and its parent company and affiliates , and their directors , officers , managers , employees , donors , agents , and licensors , from and against all losses , expenses , damages and costs , including reasonable attorneys ' fees , resulting from any violation of this user agreement or the failure to fulfill any obligations relating to your account incurred by you or any other person using your account .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_33,we reserve the right to take over the exclusive defense of any claim for which we are entitled to indemnification under this user agreement .,0,0,0,0,0,0,0,0,0
Atlas,Atlas_34,"in such event , you shall provide us with such cooperation as is reasonably requested by us .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_35,"your privacy is very important to us , which is why we 've created a separate privacy policy in order to explain in detail how we collect , manage , process , secure , and store your private information .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_36,our privacy policy is included under the scope of this user agreement .,0,0,0,0,0,0,0,0,0
Atlas,Atlas_37,"to read our privacy policy in its entirety , click here .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_38,"by using our website , you understand and agree that all resources we provide are `` as is '' and `` as available '' .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_39,this means that we do not represent or warrant to you that :,0,0,0,0,0,0,0,0,0
Atlas,Atlas_40,i -rrb- the use of our resources will meet your needs or requirements .,0,0,0,0,0,0,0,0,0
Atlas,Atlas_41,"ii -rrb- the use of our resources will be uninterrupted , timely , secure or free from errors .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_42,"iii -rrb- the information obtained by using our resources will be accurate or reliable , and",0,0,0,0,0,0,0,0,0
Atlas,Atlas_43,iv -rrb- any defects in the operation or functionality of any resources we provide will be repaired or corrected .,0,0,0,0,0,0,0,0,0
Atlas,Atlas_44,"furthermore , you understand and agree that :",0,0,0,0,0,0,0,0,0
Atlas,Atlas_45,"v -rrb- any content downloaded or otherwise obtained through the use of our resources is done at your own discretion and risk , and that you are solely responsible for any damage to your computer or other devices for any loss of data that may result from the download of such content .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_46,"vi -rrb- no information or advice , whether expressed , implied , oral or written , obtained by you from atlas solutions group inc. or through any resources we provide shall create any warranty , guarantee , or conditions of any kind , except for those expressly outlined in this user agreement .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_47,"in conjunction with the limitation of warranties as explained above , you expressly understand and agree that any claim against us shall be limited to the amount you paid , if any , for use of products and/or services .",0,0,0,0,0,1,0,0,1
Atlas,Atlas_48,"atlas solutions group inc. will not be liable for any direct , indirect , incidental , consequential or exemplary loss or damages which may be incurred by you as a result of using our resources , or as a result of any changes , data loss or corruption , cancellation , loss of access , or downtime to the full extent that applicable limitation of liability laws apply .",0,0,0,0,0,1,0,0,1
Atlas,Atlas_49,"all content and materials available on atlassolutionsgroup.com , including but not limited to text , graphics , website name , code , images and logos are the intellectual property of atlas solutions group inc. , and are protected by applicable copyright and trademark law .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_50,"any inappropriate use , including but not limited to the reproduction , distribution , display or transmission of any content on this site is strictly prohibited , unless specifically authorized by atlas solutions group inc. .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_51,"you agree that we may , at our sole discretion , suspend or terminate your access to all or part of our website and resources with or without notice and for any reason , including , without limitation , breach of this user agreement .",0,0,0,0,0,0,1,0,1
Atlas,Atlas_52,"any suspected illegal , fraudulent or abusive activity may be grounds for terminating your relationship and may be referred to appropriate law enforcement authorities .",0,0,0,0,0,0,1,0,1
Atlas,Atlas_53,"upon suspension or termination , your right to use the resources we provide will immediately cease , and we reserve the right to remove or delete any information that you may have on file with us , including any account or login information .",0,0,1,0,0,0,0,0,1
Atlas,Atlas_54,"this website is controlled by atlas solutions group inc. from our offices located in the state of ca , us .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_55,it can be accessed by most countries around the world .,0,0,0,0,0,0,0,0,0
Atlas,Atlas_56,"as each country has laws that may differ from those of ca , by accessing our website , you agree that the statutes and laws of ca , without regard to the conflict of laws and the united nations convention on the international sales of goods , will apply to all matters relating to the use of this website and the purchase of any products or services through this site .",0,0,0,0,1,0,0,0,1
Atlas,Atlas_57,"furthermore , any action to enforce this user agreement shall be brought in the federal or state courts located in us , ca you hereby agree to personal jurisdiction by such courts , and waive any jurisdictional , venue , or inconvenient forum objections to such courts .",0,0,0,1,0,0,0,0,1
Atlas,Atlas_58,"unless otherwise expressed , atlas solutions group inc. .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_59,"expressly disclaims all warranties and conditions of any kind , whether express or implied , including , but not limited to the implied warranties and conditions of merchantability , fitness for a particular purpose and non-infringement .",0,0,0,0,0,0,0,0,0
Atlas,Atlas_60,"if you have any questions or comments about these our terms of service as outlined above , you can contact us at :",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_1,when you -lrb- `` you '' -rrb- sign up with betterpoints.uk you agree to all of the terms and conditions of this agreement -lrb- `` agreement '' -rrb- .,0,0,0,0,0,0,0,1,1
Betterpoints_UK,Betterpoints_UK_2,"please read the following terms and conditions carefully , as they form the agreement between us -lrb- `` us '' -rrb- .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_3,"if you do not agree to these terms and conditions , you may not use the service -lrb- `` service '' -rrb- and should not proceed to register .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_4,this agreement constitutes your agreement with betterpoints limited -lrb- `` betterpoints.uk '' -rrb- with respect to your use of the service -lrb- `` service '' -rrb- .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_5,you must agree to abide by all of the terms and conditions contained in this agreement in order to become or remain an authorized user of the service .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_6,"as used in this agreement , `` we '' and `` us '' means betterpoints.uk or any successor or assign of betterpoints.uk .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_7,"your right to use the service is subject to any limitations , conditions and restrictions established by us from time to time , in our sole discretion .",0,0,0,0,0,0,1,0,1
Betterpoints_UK,Betterpoints_UK_8,"we may alter , suspend or discontinue any aspect of the service at any time , including the availability of any service feature , database or content .",0,1,0,0,0,0,1,0,1
Betterpoints_UK,Betterpoints_UK_9,we may also impose limits on certain features and aspects of the service or restrict your access to parts or all of the service without notice or liability .,0,1,0,0,0,0,1,0,1
Betterpoints_UK,Betterpoints_UK_10,"you represent , warrant and covenant that you are at least 14 years old .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_11,you agree to use the service in accordance with the following code of conduct :,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_12,you will keep all information provided to you through the service as private and confidential and will not give such information to anyone without the permission of the person who provided it to you ;,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_13,"you will not use the service to engage in any form of harassment or offensive behaviour , including but not limited to the posting of communications , pictures or recordings which contain libelous , slanderous , abusive or defamatory statements , or racist , pornographic , obscene , or offensive language ;",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_14,you will not forward chain letters through the service ;,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_15,"you will not use the service to infringe the privacy rights , property rights , or any other rights of any person , business or organisation ;",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_16,"you will not transfer points and / or money , post messages , pictures or recordings or use the service in any way which",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_17,is fraudulent or otherwise unlawful or violates any law,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_18,"violates , plagiarises or infringes upon the rights of any third party , including but not limited to any copyright or trade-mark law , privacy or other personal or proprietary rights , or",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_19,could be considered to be pornographic or in ` bad taste ',0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_20,"you will not use the service to distribute , promote or otherwise publish any material containing any solicitation for funds -lrb- which has not been formally approved by betterpoints.uk -rrb- , advertising or solicitation for goods or services .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_21,"you will not use the service to distribute or upload any virus , trojan horses or do anything else that might cause harm to the service , betterpoints.uk systems or to other members ' systems in any way .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_22,"you will not post or transmit in any manner any contact information including , but not limited to , email addresses , `` instant messenger '' nicknames , telephone numbers , postal addresses , urls , or full names through your publicly posted information .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_23,you will not mention or promote any services similar in nature to betterpoints.uk .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_24,you will maintain only one betterpoints account .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_25,"earning betterpoints under multiple accounts is strictly forbidden and will result in having one , several or all accounts terminated .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_26,any transactions you make with any betterpoints.uk members are explicitly between you and those members .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_27,betterpoints.uk accepts no liability whatsoever for the redemption and cost of any fraudulent and / or counterfeit vouchers or coupons .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_28,this is the full responsibility of the merchant and not betterpoints.uk .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_29,all transactions are electronically logged and reported back by a betterpoints partner .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_30,betterpoints.uk makes every effort to ensure that partners are correctly reporting transactions however we can not be held responsible should the partners ' systems fail to report back your transaction .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_31,each offer is governed by individual terms and conditions .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_32,please check with the betterpoints partner concerned for full details .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_33,betterpoints.uk reserves the right to remove or amend any offer at any time without notice .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_34,"members agree to receive regular electronic newsletters , occasionally supplemented by other special offer mailings .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_35,"if your account is seen to be dormant -lrb- showing no transactions -rrb- for 18 months or more , we reserve the right to terminate your account .",0,0,0,0,0,0,1,0,1
Betterpoints_UK,Betterpoints_UK_36,"we expressly exclude , to the fullest extent permitted by law , all liability of betterpoints.uk , its directors , employees or other representatives , howsoever arising , for any loss suffered as a result of your use of this website or involvement in any way with betterpoints.uk .",0,0,0,0,0,1,0,0,1
Betterpoints_UK,Betterpoints_UK_37,you acknowledge that use of the service or involvement in any way with betterpoints.uk is entirely at your own risk .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_38,"betterpoints.uk is also not responsible or liable for any reputational goodwill damage or loss to you through being associated with betterpoints.uk by being a member , partner , merchant or any other involvement with betterpoints.uk .",0,0,0,0,0,1,0,0,1
Betterpoints_UK,Betterpoints_UK_39,by accessing the services you have also agreed to our privacy policy statement .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_40,"you acknowledge that -lrb- a -rrb- we can not ensure the security or privacy of information you provide through the internet and your email messages , and you release us from any and all liability in connection with the use of such information by other parties ; -lrb- b -rrb- we are not responsible for , and can not control , the use by others of any information which you provide to them and you should use caution in selecting the personal information you provide to others through the service ; and -lrb- c -rrb- we can not assume any responsibility for the content of messages sent by other users of the service , and you release us from any and all liability in connection with the contents of any communications you may receive from other users .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_41,"we can not guarantee , and assume no responsibility for verifying , the accuracy of the information provided by other users of the service .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_42,you may not use the service for any unlawful or immoral purposes .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_43,"you may not harvest or otherwise collect information about users , including email addresses , without their express consent .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_44,"in accessing the website you agree that you will access the content solely for your personal , non-commercial use .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_45,"none of the content may be downloaded , copied , reproduced , transmitted , stored , sold or distributed without the prior written consent of the copyright holder .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_46,"this excludes the downloading , copying and/or printing of pages of the website for personal , non-commercial home use only .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_47,"we reserve the right to monitor all advertisements , public postings and messages to ensure that they conform to the content guidelines which may be applicable from time to time .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_48,"while we do not and can not review every message or other material posted or sent by users of the service , and are not responsible for any content of these messages or materials , we reserve the right , but are not obligated , to delete , move , or edit messages or materials , including without limitation property profiles , public postings and messages , that we , in our sole discretion , deem to violate the code of conduct set out above or any applicable content guidelines , or to be otherwise unacceptable .",0,0,1,0,0,0,0,0,1
Betterpoints_UK,Betterpoints_UK_49,"you shall remain solely responsible for the content of property profiles , public postings , messages and other materials you may upload to the service or users of the service .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_50,"we may , in our sole discretion , terminate or suspend your access to all or part of the service at any time , with or without notice , for any reason , including , without limitation , breach of this agreement .",0,0,0,0,0,0,1,0,1
Betterpoints_UK,Betterpoints_UK_51,"without limiting the generality of the foregoing , any fraudulent , abusive , or otherwise illegal activity , or that may otherwise affect the enjoyment of the service or the internet by others may be grounds for termination of your access to all or part of the service at our sole discretion , and you may be referred to appropriate law enforcement agencies .",0,0,0,0,0,0,1,0,1
Betterpoints_UK,Betterpoints_UK_52,any reward value in your account will be immediately forfeited .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_53,"the service contains information which is proprietary to us our partners , and our users .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_54,we assert full copyright protection in the service .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_55,"information posted by us , our partners or users of the service may be protected whether or not it is identified as proprietary to us or to them .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_56,"you agree not to modify , copy or distribute any such information in any manner whatsoever without having first received the express permission of the owner of such information .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_57,"all copyright , trade marks and all other intellectual property rights in the website and its content -lrb- including without limitation the website design , text , graphics and all software and source codes connected with the website -rrb- are owned by or licensed to betterpoints.uk or otherwise used by betterpoints.uk as permitted by law .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_58,"you acknowledge that we are not responsible for suspension of the service , regardless of the cause of the interruption or suspension .",0,0,0,0,0,1,0,0,1
Betterpoints_UK,Betterpoints_UK_59,we may discontinue or change the service or its availability to you at any time and you may stop using the service at any time .,0,1,0,0,0,0,1,0,1
Betterpoints_UK,Betterpoints_UK_60,your account is private and should not be used by anyone else .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_61,"you are responsible for all usage or activity on the service by users using your password , including but not limited to use of your password by any third party .",0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_62,this website may include links to other internet sites/websites and resources and/or services owned and/or operated by participating companies and/or third parties -lrb- `` external links '' -rrb- .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_63,these are provided for your convenience and we are not responsible for and do not give any warranties or make any representations regarding any external links and are not responsible for or liable in relation to the content or your use of any external links .,0,0,0,0,0,1,0,0,1
Betterpoints_UK,Betterpoints_UK_64,we suggest that you review the terms of use and privacy statement of such external links prior to use of them .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_65,your use of external links is therefore entirely at your own risk .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_66,betterpoints.uk introduces external causes -lrb- `` causes '' -rrb- which may result in participation and involvement in person or otherwise in these causes .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_67,we are not responsible for and do not give any warranties or make any representations regarding any causes that are introduced and do not give any warranties and are not responsible for or liable in relation to involvement in these causes or any outcome from any involvement .,0,0,0,0,0,1,0,0,1
Betterpoints_UK,Betterpoints_UK_68,we strongly suggest that you carefully review any causes prior to any involvement whatsoever and have ensured that you have the necessary insurance in place before any participation with any causes .,0,0,0,0,0,0,0,0,0
Betterpoints_UK,Betterpoints_UK_69,this is not the responsibility of betterpoints.uk .,0,0,0,0,0,0,0,0,0
